word,category,meanings,is
प्रतियोगी,ना.,"प्रतियोगितामा भाग लिने व्यक्ति
प्रतियोगितामा भाग लिने; प्रतिद्वन्दी",IISS
प्रतिरक्षा,ना.,"बाहिरी आक्रमणबाट रक्षा गर्ने काम
आफ्नो वस्तु, चिज, विचार, सिद्धान्त आदिको रक्षा गर्ने काम",IISS
प्रतिलिपि,ना.,"लेख, रचना, कागजप्रत्र, तस्विर आदिको जस्ताकोतस्तै उतारिएको रूप; नक्कलप्रति",IIII
प्रतिवाद,असङ्.  ना.,भनिएको कुरा होइन भनेर विरोध गर्ने काम; खण्डन गर्ने काम,IISI
प्रतिशत,ना.,प्रति सय; सयकडा,IIII
प्रताडित,वि.,पिडा भोग्ने; पिडित,ISII
माथिल्लो,वि.,"स्थान, तह, ओहदा, आदिमा उच्च; माथि रहेको",SSS
मादक,वि.,मात लाग्ने; नशालु,SII
प्रतिस्थापन,ना.,विस्थापन गर्ने काम,ISSII
माधुर्य,ना.,मधुर वस्तुमा हुने गुण; मीठोपन; मिठास ,SSI
प्रतिस्पर्धा,ना.,जित्नका लागि गरिने होड; होडबाजी; प्रतियोगिता,ISSS
माध्यमिक,वि.,बीचमा पर्ने; बीचको; बीचमा रहेको,SIII
माध्यम,ना.,"काम गर्न प्रयोग गरिने साधन
कुनै काम सम्पन्न गर्न दुई पक्षको बीचमा रहने व्यक्ति वा वस्तु",SII
मानक,ना.,गुणस्तरको आधारमा स्वीकार गरिएको उच्च रूप वा स्तर,SII
माननीय,ना.,"सांसद, मन्त्री, न्यायाधिस र सो सरहका व्यक्तिलाई सम्बोधन गर्ने सम्मानसूचक शब्द
मान गर्न योग्य; आदरणीय",SISI
प्रत्याक्रमण,ना.,आक्रमणको प्रतिउत्तर,SSIII
प्रत्यारोप,ना.,परस्परमा आरोप लगाउने काम,SSSI
प्रत्यारोपण,ना.,शरीरको बिग्रेको वा काम नलाग्ने अङ्गको सट्टामा अर्को नबिग्रेको अङ्ग राख्ने काम,SSSII
प्रत्युत्तर,ना.,उत्तर; जवाफ,SSII
प्रत्येक,वि.,हरेक; एकएक; सबै,SSI
